subj	rel	obj
hit object	instrument	lever
cheshire	structural-noun-compound	cheshire
study animal	structural-verb	study
air hole	has positive impact on	oxygen
colombia	at location	equator
hong kong special administrative region	structural-noun-compound	kong
resist damage	structural-verb	resist
lower weight	structural-noun	weight
describe	instrument	location
extensive properties	derivational morphology	extensive property
be extinct	structural-verb	be
wash out	result	move
air pressure	structural-noun-compound	air
freeze	result	solid
thailand	at location	northern hemisphere
contain	at location	surface
low quality	structural-adjective	low
increase visibility	structural-patient	visibility
measure air pressure	instrument	barometer
absorb nutrient	structural-verb	absorb
wood-free paper	has subcomponent	rice waste
absorb light	structural-patient	light
space	has property	small
little	similar to	decrease
shanghai	at location	people's republic of china
desk	has property	length
water meet land	structural-verb	meet
digestive system	has subcomponent	mouth
find	patient	location
finding	derivational morphology	find
light bulb	has subcomponent	electricity
british indian ocean territory (united kingdom)	structural-noun-compound	indian
cool	result	cold
appear small	structural-patient	small
bacterium digest	patient	food
land mass	structural-noun-compound	mass
need	patient	help
heat	patient	body
boil	agent	gas
give birth	agent	mammal
component	has property	electrical
burn biofuel	structural-verb	burn
polluting	derivational morphology	pollute
desalinated water	structural-noun-compound	water
temperature	has property	cold
fertilizer	has positive impact on	algae grow
lowest number	structural-adjective	lowest
hertfordshire	structural-noun-compound	hertfordshire
lizard eat insect	has positive impact on	lizard
cell phone	structural-noun-compound	cell
replace	patient	tree
thaw	result	ice wedging
powdered mineral	structural-noun	mineral
health	has property	bad
store water	structural-verb	store
native living thing	structural-adjective	native
provide	instrument	source
migrate	goal	warm climate
reaction	has property	nuclear
shore	at location	water
extinct animal	structural-noun	animal
thick fur	causes	warmth
british columbia	structural-noun-compound	columbia
move	agent	animal
rutland	at location	england
decompose	patient	dead organism
pull bone	structural-verb	pull
heat prehistoric animal remains	structural-patient	prehistoric animal remains
six side	structural-quantifier	six
defend	derivational morphology	defense
fields	derivational morphology	field
eat	agent	human
absorb	result	contain
support cell	instrument	cell wall
water freezing point	structural-noun-compound	point
object	has property	appearance
observe celestial object	structural-verb	observe
unspecialized cell	structural-noun	cell
concrete	has property	smooth
change ecosystem	structural-patient	ecosystem
photosynthesize	result	carbohydrate
create	patient	cocoon
manitoba	structural-noun-compound	manitoba
spain	at location	northern hemisphere
circuit	has subcomponent	electromagnet
warm temperature	structural-noun	temperature
store	patient	item
develop	derivational morphology	developing
seed	has positive impact on	bird
weather	patient	surface material
test streak	instrument	powdered mineral
heat gas	structural-verb	heat
different time	structural-adjective	different
high quality	structural-noun	quality
alligator eat bird	has negative impact on	bird
pesticide	has negative impact on	human
recessive gene	structural-adjective	recessive
entire community change	structural-agent	entire community
positive impact	structural-adjective	positive
object	has property	round
pop popcorn	instrument	heat energy
illuminate	result	bright
transport food	result	diverse food
hematite	has property	magnetic
horse	has property	horse weight
recyclable material	structural-adjective	recyclable
body part	structural-noun-compound	part
animal	has subcomponent	bone
animal	has property	extinct
conserve energy	structural-verb	conserve
see prey	structural-patient	prey
ceiling fan	structural-noun-compound	ceiling
night	has property	cool
water fan out	structural-agent	water
kind	has property	different
first quarter moon	structural-noun-compound	moon
ride	patient	vehicle
pollutions standard	structural-noun-compound	pollutions
have effect	structural-patient	effect
measure	result	length
sleeping bag	has subcomponent	insulator
less speed	structural-quantifier	less
prince edward island	structural-noun-compound	prince
conduct	patient	heat
stored	derivational morphology	store
northern winter	structural-noun	winter
lose soil	structural-verb	lose
break down sugar	result	water
create object	structural-verb	create
reflect	instrument	white object
remove tree	instrument	chainsaw
use object	instrument	create object
low distance	structural-adjective	low
buoyancy	derivational morphology	buoyant
washington, district of columbia	at location	united states of america
coast	at location	water
lancashire	structural-noun-compound	lancashire
leaf change colour	structural-agent	leaf
l	has property	e
night	has subcomponent	star
boil	agent	liquid
test	instrument	measure
south shetland islands (antarctic treaty signatories)	structural-noun-compound	antarctic
definite volume	structural-noun	volume
eagle eat snake	structural-patient	snake
farm	result	soil nutrient decrease
move from	structural-patient	from
producing	derivational morphology	produce
fuel	has property	alternative
chongqing	at location	people's republic of china
decrease	patient	animal population
store water	at location	dry environment
henan	structural-noun-compound	henan
dominant gene	causes	trait
decrease melting point	structural-patient	melting point
fall	instrument	gravity
substance	has property	freezing point
animal become oil	structural-agent	animal
grow crop	structural-patient	crop
many year	has subcomponent	fossil
same feature	causes	alike
stick	patient	pollen
fly kite	structural-verb	fly
salt water	has subcomponent	salt
cell respire	instrument	carbohydrate
pupa stage	has subcomponent	create cocoon
ice melt	result	water
tinted lenses	structural-adjective	tinted
mouse	at location	field
mantle	at location	underground
electrical conductor	structural-noun	conductor
electron leave atom	result	plasma
carrion flower	structural-noun-compound	flower
vehicle compete	structural-verb	compete
close light	has property	bright
high	similar to	increase
drought	causes	less water
carry oxygen	structural-verb	carry
sun	has property	average temperature
moon reflect sunlight	goal	earth
car engine run	structural-verb	run
process	has subcomponent	requirement
xinjiang autonomous region	at location	people's republic of china
make valid conclusion	structural-patient	valid conclusion
rock	has subcomponent	mineral
crash car	structural-verb	crash
measure air pressure	structural-patient	air pressure
sand	has property	nonmagnetic
exothermic reaction	structural-adjective	exothermic
measure time	instrument	stopwatch
water cycle	has subcomponent	precipitation
algae	at location	water
arizona	at location	united states of america
animal species	structural-noun-compound	animal
macau special administrative region	at location	people's republic of china
natural ecosystem	structural-adjective	natural
bags	derivational morphology	bag
wild meat	structural-noun-compound	meat
colored layer	structural-noun	layer
walk	patient	ice
louis pasteur invent	structural-verb	invent
what number	structural-noun-compound	number
put group	structural-patient	group
more leaf	structural-noun	leaf
cool gas	result	condense
be good for	has positive impact on	thing
flashlight	has subcomponent	electricity
meet	patient	land
air	has property	buoyant
fertilizer	has negative impact on	environment
horse weight	structural-noun-compound	weight
same polarity	causes	repel
electrocute	patient	animal
organic matter	structural-noun-compound	matter
dead organisms	structural-adjective	dead
transport water	instrument	vein
eat	patient	plant
cat	has property	young
