subj	rel	obj
weathering process	has subcomponent	water
squirrel eat fruit	structural-verb	eat
365 day	structural-quantifier	365
coal mine	structural-noun-compound	mine
temperature rise	synonym	become warm
summer	has property	southern
tree die	structural-agent	tree
poor health	synonym	unhealthy
population increase	structural-verb	increase
material	has property	similar
earth	has subcomponent	ground
make discovery	structural-verb	make
brazil	at location	equator
far	kind of	distance
alternative fuel	kind of	resource
iron	kind of	metal
hot object	structural-noun	object
few organism	structural-noun	organism
snow	has property	white
hair	kind of	object
same prey	structural-noun	prey
pole	has property	little daylight
ecosystem role	synonym	food chain role
mammal	kind of	animal
low air pressure	structural-quantifier	low
group object	structural-patient	object
few predator	has positive impact on	prey population
thick feather	causes	warmth
low	synonym	low altitude
bacterium digest	structural-verb	digest
fruit tree	kind of	crop
specific climate	structural-noun	climate
earth pole	structural-noun-compound	pole
r e	structural-adjective	r
one cell	structural-noun	cell
weathering	kind of	process
round object	structural-adjective	round
damage	synonym	harm
iraq	at location	northern hemisphere
togo	at location	southern hemisphere
distant object	structural-adjective	distant
material	has property	natural
calculate speed	structural-verb	calculate
carrion flower	structural-noun-compound	carrion
round rock	structural-patient	rock
thermal conductor	structural-noun-compound	conductor
carbohydrate	has property	simple
p l	structural-adjective	p
united states virgin islands (us)	at location	northern hemisphere
loss	kind of	change
guangxi	structural-noun-compound	guangxi
landfill	causes	pollution
franklinite	has property	magnetic
leaf tilt	structural-verb	tilt
amount	has property	above
observe planet	structural-patient	planet
drop	synonym	decrease
food	at location	esophagus
altitude	at location	sky
vehicle compete	structural-agent	vehicle
generate	synonym	create
escape predator	structural-patient	predator
acquired characteristic	synonym	learned characteristic
know part	structural-patient	part
place	has property	specific
bend light	structural-patient	light
weight	has property	greatest
mountain	has property	very tall
water vapour cool	structural-agent	water vapour
tree frog	structural-noun-compound	tree
ashmore and cartier islands (australia)	at location	southern hemisphere
run	kind of	movement
sun move	structural-agent	sun
cause formation	structural-patient	formation
support cell	structural-patient	cell
scientist	kind of	human
resource consumer	structural-noun-compound	consumer
fan	kind of	device
lava cool	structural-verb	cool
limestone	kind of	sedimentary rock
society	has subcomponent	human
plant	kind of	action
zambia	at location	southern hemisphere
can see	structural-verb	can
arctic ocean	kind of	ocean
length	kind of	measure
oxygen	at location	respiratory system
catch insect	structural-verb	catch
mosquito lay egg	structural-patient	egg
electric device function	structural-agent	electric device
role	synonym	niche
soil erosion	at location	field
good health	structural-adjective	good
goslarite	has property	magnetic
consumer	kind of	living entity
bike	has property	emission-free
blue jay	structural-noun-compound	blue
oxygen melting point	synonym	-219c
young rock	structural-noun	rock
cellular respiration	synonym	cellular digestion
cut down forest	structural-verb	cut down
reflect light	structural-patient	light
lose fur	structural-verb	lose
baja california sur	at location	mexico
rain	causes	water
adult tree	structural-noun	tree
poisonous animal	has property	dangerous
planet	has property	third
slip ice	structural-verb	slip
sandbar	at location	downstream
inverness-shire	structural-noun-compound	shire
structure	has property	geologic
colorado river flow	structural-agent	colorado river
transfer	synonym	bring
much force	structural-noun	force
small space	structural-adjective	small
winter	causes	dormant plant
rotting meat smell	structural-noun-compound	rotting
many something	structural-noun	something
safe	antonym	danger
body	has property	tube-like
volcanic eruption	kind of	change
north carolina	at location	united states of america
fewer prey	structural-noun	prey
snow fall	structural-verb	fall
moth	kind of	insect
skid	has negative impact on	speed
pant	synonym	breathe
saint martin (france)	structural-noun-compound	france
push tectonic plate	structural-verb	push
flower	has subcomponent	pollen
nuclear fusion	structural-noun-compound	fusion
moon appearance	structural-noun-compound	appearance
light	has property	low
nonliving things	structural-noun	things
south shetland islands (antarctic treaty signatories)	structural-noun-compound	south
colored layer	structural-adjective	colored
medium temperature	structural-adjective	medium
ocean shell	structural-noun-compound	ocean
metallic	similar to	shiny
uneven	instance of	flatness
ride vehicle	synonym	use vehicle
harm living thing	structural-verb	harm
hainan	instance of	province
devon	at location	england
chongqing municipality	at location	people's republic of china
predator eat prey	structural-patient	prey
warwickshire	at location	england
less water	structural-quantifier	less
cause	synonym	make
toy	has property	remote-control
bring substance	structural-patient	substance
arizona mountain king snake	kind of	snake
emission-free	antonym	polluting
northern hemisphere	kind of	hemisphere
connecticut	structural-noun-compound	connecticut
durham	structural-noun-compound	durham
medium	instance of	size
burn natural gas	structural-patient	natural gas
degrees celsius	structural-noun-compound	degrees
lose water	structural-verb	lose
young frog	structural-noun	frog
dog	has property	young
goggles	derivational morphology	goggle
100 year	structural-noun	year
turkey	at location	northern hemisphere
high pressure system	structural-noun-compound	high
plant appear	structural-verb	appear
open space	structural-noun	space
bacterium digest	structural-agent	bacterium
fragrance	synonym	smell
earthquake	at location	ground
number	has property	lower
beijing	instance of	municipality
open circuit	structural-adjective	open
tear	synonym	rip
consume	similar to	eat
cell	has property	unspecialized
maryland	structural-noun-compound	maryland
animal	has property	aquatic
blend in	derivational morphology	blending in
1 week	instance of	duration
phase change	kind of	physical change
tooth	kind of	bone
kill bacterium	structural-verb	kill
long ago	has subcomponent	history
heard island and mcdonald islands (australia)	structural-noun-compound	island
floating arrow point	structural-verb	point
cobalt	has property	magnetic
filament glow	structural-verb	glow
surface	has property	rough
discover color	structural-verb	discover
near	antonym	away
flexible	synonym	high flexibility
baby	kind of	animal
ayrshire	structural-noun-compound	ayrshire
distance	has property	vertical
ice crystals	structural-noun	ice
charge	has property	same
filter waste	structural-patient	waste
prey population	structural-noun-compound	prey
ounce	kind of	mass
angus	at location	scotland
ashmore and cartier islands (australia)	structural-noun-compound	australia
sharp sense	structural-adjective	sharp
absorb sound	structural-patient	sound
perthshire	instance of	county
radiation affect	structural-agent	radiation
measure	kind of	scientific skill
yunnan	instance of	province
increase bad thing	has negative impact on	object
air vibrate	structural-verb	vibrate
wheel travel	structural-agent	wheel
galileo galilei improve telescope	structural-verb	improve
sand dune	structural-noun-compound	sand
skill	kind of	learned characteristic
carbon dioxide-oxygen cycle	structural-noun-compound	cycle
weathered rocks	structural-noun	rocks
qatar	at location	northern hemisphere
oil	kind of	pollutant
bat	has subcomponent	fur
colima	instance of	state
chihuahua	structural-noun-compound	chihuahua
kinetic energy	antonym	potential energy
circuit	kind of	electrical component
be classified group	synonym	belong group
protective covering	structural-noun	covering
sudan	at location	southern hemisphere
v	has property	o
west virginia	instance of	state
action	has property	fast
show change	structural-patient	change
thermal conductor	has subcomponent	heat
streak plate	structural-noun-compound	plate
solar panel	causes	electricity
identify	kind of	determine
mauritius	at location	southern hemisphere
mountain chorus frog	structural-noun-compound	frog
