subj	rel	obj	id	flag
leave|v	patient	atom|n	1cf8-9176-21d7-92ba	2
musical instrument|jn	structural-adjective	musical|j	1d01-8937-52ac-d9af	0
musical instrument|jn	structural-noun	instrument|n	1d01-8937-52ac-d9af	0
play musical instrument|vp	structural-patient	musical instrument|jn	1d01-8937-52ac-d9af	2
play musical instrument|vp	structural-verb	play|v	1d01-8937-52ac-d9af	2
play|v	patient	musical instrument|jn	1d01-8937-52ac-d9af	2
strum guitar|vp	structural-patient	guitar|n	1d01-8937-52ac-d9af	2
strum guitar|vp	structural-verb	strum|v	1d01-8937-52ac-d9af	2
strum|v	patient	guitar|n	1d01-8937-52ac-d9af	2
characteristic|n	has property	inherited|j	1d43-ce6e-b5c5-c568	0
inherited characteristic|jn	structural-adjective	inherited|j	1d43-ce6e-b5c5-c568	0
inherited characteristic|jn	structural-noun	characteristic|n	1d43-ce6e-b5c5-c568	0
animal remains|ns	has property	prehistoric|j	1d61-22c7-c31a-e8cc	0
animal remains|ns	structural-noun-compound	animal|n	1d61-22c7-c31a-e8cc	0
animal remains|ns	structural-noun-compound	remains|n	1d61-22c7-c31a-e8cc	0
compress prehistoric animal remains|vp	structural-patient	prehistoric animal remains|jn	1d61-22c7-c31a-e8cc	2
compress prehistoric animal remains|vp	structural-verb	compress|v	1d61-22c7-c31a-e8cc	2
compress|v	patient	prehistoric animal remains|jn	1d61-22c7-c31a-e8cc	2
heat prehistoric animal remains|vp	structural-patient	prehistoric animal remains|jn	1d61-22c7-c31a-e8cc	2
heat prehistoric animal remains|vp	structural-verb	heat|v	1d61-22c7-c31a-e8cc	2
heat|v	patient	prehistoric animal remains|jn	1d61-22c7-c31a-e8cc	2
prehistoric animal remains|jn	structural-adjective	prehistoric|j	1d61-22c7-c31a-e8cc	0
prehistoric animal remains|jn	structural-noun	animal remains|ns	1d61-22c7-c31a-e8cc	0
musical instrument|jn	structural-adjective	musical|j	1d74-9f8e-c159-135b	0
musical instrument|jn	structural-noun	instrument|n	1d74-9f8e-c159-135b	0
open space|jn	structural-adjective	open|j	1d87-2d59-27e9-b392	0
open space|jn	structural-noun	space|n	1d87-2d59-27e9-b392	0
space|n	has property	open|j	1d87-2d59-27e9-b392	0
birth|v	agent	mouse|n	1d87-acba-1519-cd97	2
give birth|v	agent	mouse|n	1d87-acba-1519-cd97	2
live young|jn	structural-adjective	live|j	1d87-acba-1519-cd97	0
live young|jn	structural-noun	young|n	1d87-acba-1519-cd97	0
mouse birth|av	structural-agent	mouse|n	1d87-acba-1519-cd97	2
mouse birth|av	structural-verb	birth|v	1d87-acba-1519-cd97	2
mouse give birth|av	structural-agent	mouse|n	1d87-acba-1519-cd97	2
mouse give birth|av	structural-verb	give birth|v	1d87-acba-1519-cd97	2
young|n	has property	live|j	1d87-acba-1519-cd97	0
absorb sunlight|vp	structural-patient	sunlight|n	1dab-d0e6-0b3a-1f75	2
absorb sunlight|vp	structural-verb	absorb|v	1dab-d0e6-0b3a-1f75	2
absorb|v	patient	sunlight|n	1dab-d0e6-0b3a-1f75	2
move|v	agent	water|n	1dbc-76a8-e377-f8c3	2
move|v	patient	sediment|n	1dbc-76a8-e377-f8c3	2
water move sediment|avp	structural-agent	water|n	1dbc-76a8-e377-f8c3	2
water move sediment|avp	structural-patient	sediment|n	1dbc-76a8-e377-f8c3	2
water move sediment|avp	structural-verb	move|v	1dbc-76a8-e377-f8c3	2
oxygenate blood|vp	structural-patient	blood|n	1de2-9254-a03f-38dc	2
oxygenate blood|vp	structural-verb	oxygenate|v	1de2-9254-a03f-38dc	2
oxygenate|v	patient	blood|n	1de2-9254-a03f-38dc	2
i|n	has property	l|j	1e00-1b04-66ee-0a91	0
l i|jn	structural-adjective	l|j	1e00-1b04-66ee-0a91	0
l i|jn	structural-noun	i|n	1e00-1b04-66ee-0a91	0
plant cell|ns	structural-noun-compound	cell|n	1e1d-6ed6-25e3-5f30	0
plant cell|ns	structural-noun-compound	plant|n	1e1d-6ed6-25e3-5f30	0
many oxygen|qn	structural-noun	oxygen|n	1e1f-c155-78c5-ca89	0
many oxygen|qn	structural-quantifier	many|q	1e1f-c155-78c5-ca89	0
oxygen rich|ns	structural-noun-compound	oxygen|n	1e1f-c155-78c5-ca89	0
oxygen rich|ns	structural-noun-compound	rich|n	1e1f-c155-78c5-ca89	0
release energy|vp	structural-patient	energy|n	1e59-1be2-a1fb-758e	2
release energy|vp	structural-verb	release|v	1e59-1be2-a1fb-758e	2
release|v	patient	energy|n	1e59-1be2-a1fb-758e	2
soda can|ns	structural-noun-compound	can|n	1e72-b6e0-1d37-50bc	0
soda can|ns	structural-noun-compound	soda|n	1e72-b6e0-1d37-50bc	0
animal|n	has property	aquatic|j	1e73-7f0f-13b5-1523	0
aquatic animal|jn	structural-adjective	aquatic|j	1e73-7f0f-13b5-1523	0
aquatic animal|jn	structural-noun	animal|n	1e73-7f0f-13b5-1523	0
break material|vp	structural-patient	material|n	1e78-ceed-2d2f-4125	2
break material|vp	structural-verb	break|v	1e78-ceed-2d2f-4125	2
break|v	patient	material|n	1e78-ceed-2d2f-4125	2
material|n	has property	rub|j	1e78-ceed-2d2f-4125	0
rub material|jn	structural-adjective	rub|j	1e78-ceed-2d2f-4125	0
rub material|jn	structural-noun	material|n	1e78-ceed-2d2f-4125	0
streak plate|ns	structural-noun-compound	plate|n	1e78-ceed-2d2f-4125	0
streak plate|ns	structural-noun-compound	streak|n	1e78-ceed-2d2f-4125	0
solar energy|jn	structural-adjective	solar|j	1ed3-919d-4a4c-1be7	0
solar energy|jn	structural-noun	energy|n	1ed3-919d-4a4c-1be7	0
study fossil|vp	structural-patient	fossil|n	1eeb-eb2c-909d-8762	2
study fossil|vp	structural-verb	study|v	1eeb-eb2c-909d-8762	2
study|v	patient	fossil|n	1eeb-eb2c-909d-8762	2
stay still|vp	structural-patient	still|n	1eef-7771-64a6-1d93	2
stay still|vp	structural-verb	stay|v	1eef-7771-64a6-1d93	2
stay|v	patient	still|n	1eef-7771-64a6-1d93	2
sterling silver|ns	structural-noun-compound	silver|n	1f26-9d60-19b5-05d1	0
sterling silver|ns	structural-noun-compound	sterling|n	1f26-9d60-19b5-05d1	0
effect|n	has property	helpful|j	1f4c-09cb-8d13-2701	0
helpful effect|jn	structural-adjective	helpful|j	1f4c-09cb-8d13-2701	0
helpful effect|jn	structural-noun	effect|n	1f4c-09cb-8d13-2701	0
impact|n	has property	positive|j	1f4c-09cb-8d13-2701	0
positive impact|jn	structural-adjective	positive|j	1f4c-09cb-8d13-2701	0
positive impact|jn	structural-noun	impact|n	1f4c-09cb-8d13-2701	0
low sunlight|jn	structural-adjective	low|j	1f5a-cea7-e36d-cd4e	0
low sunlight|jn	structural-noun	sunlight|n	1f5a-cea7-e36d-cd4e	0
sunlight|n	has property	low|j	1f5a-cea7-e36d-cd4e	0
measure distance|vp	structural-patient	distance|n	1f6a-7744-7f91-26b5	2
measure distance|vp	structural-verb	measure|v	1f6a-7744-7f91-26b5	2
measure length|vp	structural-patient	length|n	1f6a-7744-7f91-26b5	2
measure length|vp	structural-verb	measure|v	1f6a-7744-7f91-26b5	2
measure|v	patient	distance|n	1f6a-7744-7f91-26b5	2
measure|v	patient	length|n	1f6a-7744-7f91-26b5	2
tape measure|ns	structural-noun-compound	measure|n	1f6a-7744-7f91-26b5	0
tape measure|ns	structural-noun-compound	tape|n	1f6a-7744-7f91-26b5	0
hot object|jn	structural-adjective	hot|j	1f6c-e898-01cc-8759	0
hot object|jn	structural-noun	object|n	1f6c-e898-01cc-8759	0
hot surface|jn	structural-adjective	hot|j	1f6c-e898-01cc-8759	0
hot surface|jn	structural-noun	surface|n	1f6c-e898-01cc-8759	0
object|n	has property	hot|j	1f6c-e898-01cc-8759	0
surface|n	has property	hot|j	1f6c-e898-01cc-8759	0
shine|v	agent	sunlight|n	1f7b-30af-4177-e9d5	2
sunlight shine|av	structural-agent	sunlight|n	1f7b-30af-4177-e9d5	2
sunlight shine|av	structural-verb	shine|v	1f7b-30af-4177-e9d5	2
decrease amount|vp	structural-patient	amount|n	1f93-a702-d4f5-1d46	2
decrease amount|vp	structural-verb	decrease|v	1f93-a702-d4f5-1d46	2
decrease|v	patient	amount|n	1f93-a702-d4f5-1d46	2
native plant|jn	structural-adjective	native|j	1f99-d3ee-86cc-008f	0
native plant|jn	structural-noun	plant|n	1f99-d3ee-86cc-008f	0
plant|n	has property	native|j	1f99-d3ee-86cc-008f	0
pollutions standard|ns	structural-noun-compound	pollution|n	1fa0-bd7e-3b50-b250	0
pollutions standard|ns	structural-noun-compound	standard|n	1fa0-bd7e-3b50-b250	0
reduce pollution|vp	structural-patient	pollution|n	1fa0-bd7e-3b50-b250	2
reduce pollution|vp	structural-verb	reduce|v	1fa0-bd7e-3b50-b250	2
reduce|v	patient	pollution|n	1fa0-bd7e-3b50-b250	2
erode soil|vp	structural-patient	soil|n	1fc9-87b3-4b09-6451	2
erode soil|vp	structural-verb	erode|v	1fc9-87b3-4b09-6451	2
erode|v	patient	soil|n	1fc9-87b3-4b09-6451	2
ocean heat|ns	structural-noun-compound	heat|n	2030-ad1d-a83f-6581	0
ocean heat|ns	structural-noun-compound	ocean|n	2030-ad1d-a83f-6581	0
ocean moisture|ns	structural-noun-compound	moisture|n	2030-ad1d-a83f-6581	0
ocean moisture|ns	structural-noun-compound	ocean|n	2030-ad1d-a83f-6581	0
absorb air|vp	structural-patient	air|n	2047-3ee7-a047-0dd9	2
absorb air|vp	structural-verb	absorb|v	2047-3ee7-a047-0dd9	2
absorb|v	patient	air|n	2047-3ee7-a047-0dd9	2
dead organism|jn	structural-adjective	dead|j	207c-b6d1-fb72-d730	0
dead organism|jn	structural-noun	organism|n	207c-b6d1-fb72-d730	0
eat|v	agent	scavenger|n	207c-b6d1-fb72-d730	2
eat|v	patient	dead organism|jn	207c-b6d1-fb72-d730	2
organism|n	has property	dead|j	207c-b6d1-fb72-d730	0
scavenger eat dead organism|avp	structural-agent	scavenger|n	207c-b6d1-fb72-d730	2
scavenger eat dead organism|avp	structural-patient	dead organism|jn	207c-b6d1-fb72-d730	2
scavenger eat dead organism|avp	structural-verb	eat|v	207c-b6d1-fb72-d730	2
energy|n	has property	kinetic|j	208b-1d9a-792c-c10c	0
kinetic energy|jn	structural-adjective	kinetic|j	208b-1d9a-792c-c10c	0
kinetic energy|jn	structural-noun	energy|n	208b-1d9a-792c-c10c	0
carnivore eat animal|avp	structural-agent	carnivore|n	20a3-dcb5-8ce4-ae5c	2
carnivore eat animal|avp	structural-patient	animal|n	20a3-dcb5-8ce4-ae5c	2
carnivore eat animal|avp	structural-verb	eat|v	20a3-dcb5-8ce4-ae5c	2
eat|v	agent	carnivore|n	20a3-dcb5-8ce4-ae5c	2
eat|v	agent	omnivore|n	20a3-dcb5-8ce4-ae5c	2
eat|v	agent	predator|n	20a3-dcb5-8ce4-ae5c	2
eat|v	patient	animal|n	20a3-dcb5-8ce4-ae5c	2
omnivore eat animal|avp	structural-agent	omnivore|n	20a3-dcb5-8ce4-ae5c	2
omnivore eat animal|avp	structural-patient	animal|n	20a3-dcb5-8ce4-ae5c	2
omnivore eat animal|avp	structural-verb	eat|v	20a3-dcb5-8ce4-ae5c	2
predator eat animal|avp	structural-agent	predator|n	20a3-dcb5-8ce4-ae5c	2
predator eat animal|avp	structural-patient	animal|n	20a3-dcb5-8ce4-ae5c	2
predator eat animal|avp	structural-verb	eat|v	20a3-dcb5-8ce4-ae5c	2
cloud|n	has property	grey|j	20a9-322c-b21a-3d54	0
grey cloud|jn	structural-adjective	grey|j	20a9-322c-b21a-3d54	0
grey cloud|jn	structural-noun	cloud|n	20a9-322c-b21a-3d54	0
determine direction|vp	structural-patient	direction|n	20bd-0367-a504-562b	2
determine direction|vp	structural-verb	determine|v	20bd-0367-a504-562b	2
determine|v	patient	direction|n	20bd-0367-a504-562b	2
most positive|qj	structural-adjective	positive|j	20e2-689d-b7c6-528a	0
most positive|qj	structural-quantifier	most|q	20e2-689d-b7c6-528a	0
apply force|vp	structural-patient	force|n	211f-8a51-037c-704c	2
apply force|vp	structural-verb	apply|v	211f-8a51-037c-704c	2
apply|v	patient	force|n	211f-8a51-037c-704c	2
alternative fuel|jn	structural-adjective	alternative|j	2146-8319-8af6-a8e3	0
alternative fuel|jn	structural-noun	fuel|n	2146-8319-8af6-a8e3	0
organism group|ns	structural-noun-compound	group|n	2171-5edd-a3d0-f2c2	0
organism group|ns	structural-noun-compound	organism|n	2171-5edd-a3d0-f2c2	0
protect young bird|vp	structural-patient	young bird|ns	217b-abe7-6613-655c	2
protect young bird|vp	structural-verb	protect|v	217b-abe7-6613-655c	2
protect|v	patient	young bird|ns	217b-abe7-6613-655c	2
young bird|ns	structural-noun-compound	bird|n	217b-abe7-6613-655c	0
young bird|ns	structural-noun-compound	young|n	217b-abe7-6613-655c	0
process|n	has property	scientific|j	2188-2e33-82c8-5741	0
scientific process|jn	structural-adjective	scientific|j	2188-2e33-82c8-5741	0
scientific process|jn	structural-noun	process|n	2188-2e33-82c8-5741	0
nonrenewable resource|jn	structural-adjective	nonrenewable|j	2195-8880-3362-9682	0
nonrenewable resource|jn	structural-noun	resource|n	2195-8880-3362-9682	0
resource|n	has property	nonrenewable|j	2195-8880-3362-9682	0
stout beardfish|ns	structural-noun-compound	beardfish|n	2223-80a8-8d8c-0183	0
stout beardfish|ns	structural-noun-compound	stout|n	2223-80a8-8d8c-0183	0
less precipitation|qn	structural-noun	precipitation|n	2298-6f12-b46e-4f4e	0
less precipitation|qn	structural-quantifier	less|q	2298-6f12-b46e-4f4e	0
body|n	has property	celestial|j	22a2-1029-702e-a29a	0
celestial body|jn	structural-adjective	celestial|j	22a2-1029-702e-a29a	0
celestial body|jn	structural-noun	body|n	22a2-1029-702e-a29a	0
celestial object|jn	structural-adjective	celestial|j	22a2-1029-702e-a29a	0
celestial object|jn	structural-noun	object|n	22a2-1029-702e-a29a	0
object|n	has property	celestial|j	22a2-1029-702e-a29a	0
conductor|n	has property	electrical|j	22ce-038b-ff4f-c5ba	0
electrical conductor|jn	structural-adjective	electrical|j	22ce-038b-ff4f-c5ba	0
electrical conductor|jn	structural-noun	conductor|n	22ce-038b-ff4f-c5ba	0
chemical compound|jn	structural-adjective	chemical|j	22fa-ad68-2139-24d0	0
chemical compound|jn	structural-noun	compound|n	22fa-ad68-2139-24d0	0
compound|n	has property	chemical|j	22fa-ad68-2139-24d0	0
Mississippi Delta|ns	structural-noun-compound	Delta|n	2301-85aa-b20b-8250	0
Mississippi Delta|ns	structural-noun-compound	Mississippi|n	2301-85aa-b20b-8250	0
hot plate|ns	structural-noun-compound	hot|n	2326-f572-9b29-58d5	0
hot plate|ns	structural-noun-compound	plate|n	2326-f572-9b29-58d5	0
natural gas|jn	structural-adjective	natural|j	2355-0cfa-86f8-5767	0
natural gas|jn	structural-noun	gas|n	2355-0cfa-86f8-5767	0
People's Republic of China|ns	structural-noun-compound	China|n	2364-7e82-0aae-5009	0
People's Republic of China|ns	structural-noun-compound	People'|n	2364-7e82-0aae-5009	0
People's Republic of China|ns	structural-noun-compound	Republic|n	2364-7e82-0aae-5009	0
People's Republic of China|ns	structural-noun-compound	of|n	2364-7e82-0aae-5009	0
igneous rock|jn	structural-adjective	igneous|j	236b-7456-aa80-d1b2	0
igneous rock|jn	structural-noun	rock|n	236b-7456-aa80-d1b2	0
rock|n	has property	igneous|j	236b-7456-aa80-d1b2	0
attract|v	agent	magnet|n	23a8-e177-f667-e30f	2
magnet attract|av	structural-agent	magnet|n	23a8-e177-f667-e30f	2
magnet attract|av	structural-verb	attract|v	23a8-e177-f667-e30f	2
skeletal system|ns	structural-noun-compound	skeletal|n	23e8-c43f-6394-cd30	0
skeletal system|ns	structural-noun-compound	system|n	23e8-c43f-6394-cd30	0
People's Republic of China|ns	structural-noun-compound	China|n	240c-6492-4f14-1ecf	0
People's Republic of China|ns	structural-noun-compound	People'|n	240c-6492-4f14-1ecf	0
People's Republic of China|ns	structural-noun-compound	Republic|n	240c-6492-4f14-1ecf	0
People's Republic of China|ns	structural-noun-compound	of|n	240c-6492-4f14-1ecf	0
plant crop|vp	structural-patient	crop|n	2441-0314-3609-c566	2
plant crop|vp	structural-verb	plant|v	2441-0314-3609-c566	2
plant|v	patient	crop|n	2441-0314-3609-c566	2
use crop|vp	structural-patient	crop|n	2441-0314-3609-c566	2
use crop|vp	structural-verb	use|v	2441-0314-3609-c566	2
use|v	patient	crop|n	2441-0314-3609-c566	2
animal|n	has property	aquatic|j	2452-4ec6-cebd-d341	0
aquatic animal|jn	structural-adjective	aquatic|j	2452-4ec6-cebd-d341	0
aquatic animal|jn	structural-noun	animal|n	2452-4ec6-cebd-d341	0
lower temperature|jn	structural-adjective	lower|j	246e-dd6e-6e09-988a	0
lower temperature|jn	structural-noun	temperature|n	246e-dd6e-6e09-988a	0
temperature|n	has property	lower|j	246e-dd6e-6e09-988a	0
far light|jn	structural-adjective	far|j	247f-1076-f052-4a42	0
far light|jn	structural-noun	light|n	247f-1076-f052-4a42	0
light|n	has property	far|j	247f-1076-f052-4a42	0
investigate life cycle|vp	structural-patient	life cycle|ns	24a0-6fbe-c3ae-d6ee	2
investigate life cycle|vp	structural-verb	investigate|v	24a0-6fbe-c3ae-d6ee	2
investigate|v	patient	life cycle|ns	24a0-6fbe-c3ae-d6ee	2
life cycle|ns	structural-noun-compound	cycle|n	24a0-6fbe-c3ae-d6ee	0
life cycle|ns	structural-noun-compound	life|n	24a0-6fbe-c3ae-d6ee	0
living thing|jn	structural-adjective	living|j	24a0-6fbe-c3ae-d6ee	0
living thing|jn	structural-noun	thing|n	24a0-6fbe-c3ae-d6ee	0
give birth|v	agent	seal|n	24ac-6c7a-db37-64ad	2
seal give birth|av	structural-agent	seal|n	24ac-6c7a-db37-64ad	2
seal give birth|av	structural-verb	give birth|v	24ac-6c7a-db37-64ad	2
rock|n	has property	weathered|j	24c1-678f-d0a3-2af7	0
weathered rock|jn	structural-adjective	weathered|j	24c1-678f-d0a3-2af7	0
weathered rock|jn	structural-adjective	weathered|j	24c1-678f-d0a3-2af7	0
weathered rock|jn	structural-noun	rock|n	24c1-678f-d0a3-2af7	0
weathered rock|jn	structural-noun	rock|n	24c1-678f-d0a3-2af7	0
natural resource|jn	structural-adjective	natural|j	24cb-9b36-6469-e83f	0
natural resource|jn	structural-noun	resource|n	24cb-9b36-6469-e83f	0
renewable resource|jn	structural-adjective	renewable|j	24cb-9b36-6469-e83f	0
renewable resource|jn	structural-noun	resource|n	24cb-9b36-6469-e83f	0
resource|n	has property	natural|j	24cb-9b36-6469-e83f	0
resource|n	has property	renewable|j	24cb-9b36-6469-e83f	0
absorb sound|vp	structural-patient	sound|n	24ec-0ce6-3909-ccf6	2
absorb sound|vp	structural-verb	absorb|v	24ec-0ce6-3909-ccf6	2
absorb|v	patient	sound|n	24ec-0ce6-3909-ccf6	2
solar energy|jn	structural-adjective	solar|j	24ed-15e8-f3ce-62a2	0
solar energy|jn	structural-noun	energy|n	24ed-15e8-f3ce-62a2	0
receive warning|vp	structural-patient	warning|n	24f8-b192-2a82-e6d8	2
receive warning|vp	structural-verb	receive|v	24f8-b192-2a82-e6d8	2
receive|v	patient	warning|n	24f8-b192-2a82-e6d8	2
sense warning|vp	structural-patient	warning|n	24f8-b192-2a82-e6d8	2
sense warning|vp	structural-verb	sense|v	24f8-b192-2a82-e6d8	2
sense|v	patient	warning|n	24f8-b192-2a82-e6d8	2
glacier melt|av	structural-agent	glacier|n	2511-f015-94c8-0157	2
glacier melt|av	structural-verb	melt|v	2511-f015-94c8-0157	2
melt|v	agent	glacier|n	2511-f015-94c8-0157	2
rise|v	agent	temperature|n	2511-f015-94c8-0157	2
temperature rise|av	structural-agent	temperature|n	2511-f015-94c8-0157	2
temperature rise|av	structural-verb	rise|v	2511-f015-94c8-0157	2
move down|vp	structural-patient	down|n	2522-2f06-9dd6-6bf1	2
move down|vp	structural-verb	move|v	2522-2f06-9dd6-6bf1	2
move|v	patient	down|n	2522-2f06-9dd6-6bf1	2
lay egg|vp	structural-patient	egg|n	255a-a3ea-7373-252b	2
lay egg|vp	structural-verb	lay|v	255a-a3ea-7373-252b	2
lay|v	agent	mosquito|n	255a-a3ea-7373-252b	2
lay|v	patient	egg|n	255a-a3ea-7373-252b	2
mosquito lay egg|avp	structural-agent	mosquito|n	255a-a3ea-7373-252b	2
mosquito lay egg|avp	structural-patient	egg|n	255a-a3ea-7373-252b	2
mosquito lay egg|avp	structural-verb	lay|v	255a-a3ea-7373-252b	2
forest fire|ns	structural-noun-compound	fire|n	255a-e572-50e2-f8e5	0
forest fire|ns	structural-noun-compound	forest|n	255a-e572-50e2-f8e5	0
little food|qn	structural-noun	food|n	2562-da3c-5a61-e440	0
little food|qn	structural-quantifier	little|q	2562-da3c-5a61-e440	0
overload outlet|vp	structural-patient	outlet|n	25b0-7443-ab60-3f06	2
overload outlet|vp	structural-verb	overload|v	25b0-7443-ab60-3f06	2
overload|v	patient	outlet|n	25b0-7443-ab60-3f06	2
ecosystem role|ns	structural-noun-compound	ecosystem|n	25c2-cd2a-8053-4695	0
ecosystem role|ns	structural-noun-compound	role|n	25c2-cd2a-8053-4695	0
food chain role|ns	structural-noun-compound	chain|n	25c2-cd2a-8053-4695	0
food chain role|ns	structural-noun-compound	food|n	25c2-cd2a-8053-4695	0
food chain role|ns	structural-noun-compound	role|n	25c2-cd2a-8053-4695	0
car passenger|ns	structural-noun-compound	car|n	2613-ef22-d8a2-96c6	0
car passenger|ns	structural-noun-compound	passenger|n	2613-ef22-d8a2-96c6	0
excretory system|jn	structural-adjective	excretory|j	262d-6ddb-ec8a-5ea7	0
excretory system|jn	structural-noun	system|n	262d-6ddb-ec8a-5ea7	0
remove waste|vp	structural-patient	waste|n	262d-6ddb-ec8a-5ea7	2
remove waste|vp	structural-verb	remove|v	262d-6ddb-ec8a-5ea7	2
remove|v	patient	waste|n	262d-6ddb-ec8a-5ea7	2
carry|v	agent	liquid|n	2634-87a7-680f-783f	2
liquid carry|av	structural-agent	liquid|n	2634-87a7-680f-783f	2
liquid carry|av	structural-verb	carry|v	2634-87a7-680f-783f	2
liquid push|av	structural-agent	liquid|n	2634-87a7-680f-783f	2
liquid push|av	structural-verb	push|v	2634-87a7-680f-783f	2
push|v	agent	liquid|n	2634-87a7-680f-783f	2
particle|n	has property	small|j	2651-d09d-1434-a5a6	0
small particle|jn	structural-adjective	small|j	2651-d09d-1434-a5a6	0
small particle|jn	structural-noun	particle|n	2651-d09d-1434-a5a6	0
People's Republic of China|ns	structural-noun-compound	China|n	2677-0d42-37ba-957d	0
People's Republic of China|ns	structural-noun-compound	People'|n	2677-0d42-37ba-957d	0
